[2024-10-24, 17:56:57] dig AXFR lab.it.uc3m.es

; <<>> DiG 9.18.16-1~deb12u1-Debian <<>> AXFR lab.it.uc3m.es
;; global options: +cmd
lab.it.uc3m.es.		86400	IN	SOA	lm000.lab.it.uc3m.es. sysadmin.lab.it.uc3m.es. 2024101600 14400 7200 604800 86400
lab.it.uc3m.es.		14440	IN	CAA	0 iodef "mailto:staff@adm.it.uc3m.es"
lab.it.uc3m.es.		14440	IN	CAA	0 issue "digicert.com"
lab.it.uc3m.es.		14440	IN	CAA	0 issue "letsencrypt.org"
lab.it.uc3m.es.		14440	IN	CAA	0 issue "sectigo.com"
lab.it.uc3m.es.		60	IN	NS	it000.lab.it.uc3m.es.
lab.it.uc3m.es.		60	IN	NS	lm000.lab.it.uc3m.es.
lab.it.uc3m.es.		60	IN	NS	tamtam.it.uc3m.es.
lab.it.uc3m.es.		60	IN	NS	vortex.uc3m.es.
lab.it.uc3m.es.		60	IN	MX	5 smtp.uc3m.es.
lab.it.uc3m.es.		60	IN	A	163.117.144.129
lab.it.uc3m.es.		60	IN	A	163.117.144.200
lab.it.uc3m.es.		60	IN	TXT	"MS=ms84224798"
lab.it.uc3m.es.		60	IN	TXT	"v=spf1 include:_spf.uc3m.es ~all"
_dmarc.lab.it.uc3m.es.	60	IN	TXT	"v=DMARC1;p=reject;sp=quarantine;adkim=r;aspf=r"
mail._domainkey.lab.it.uc3m.es.	60 IN	TXT	"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDaP90IbfncJRkycCevzF2Elk0enem5D+7wi/t4Z0sargBEU3r0raKKZY4JEUweWRrXA4Uyu7qIkulf7hI/myrv+1iSa8hrGB+OsNpsyKDGnog6sFAZd6Uz+WBedw3qWwlHRH+HauwdBDlnJ90P1zF2iTs2nYQOfiCWSKOdZtoVwQIDAQAB"
alcazar01.lab.it.uc3m.es. 60	IN	AAAA	2001:720:410:100c::243
alcazar01.lab.it.uc3m.es. 60	IN	A	163.117.144.243
alcazar02.lab.it.uc3m.es. 60	IN	AAAA	2001:720:410:100c::244
alcazar02.lab.it.uc3m.es. 60	IN	A	163.117.144.244
alhena.lab.it.uc3m.es.	60	IN	CNAME	alhena-172.lab.it.uc3m.es.
alhena-144.lab.it.uc3m.es. 60	IN	A	163.117.144.71
alhena-168.lab.it.uc3m.es. 60	IN	A	163.117.168.240
alhena-171.lab.it.uc3m.es. 60	IN	A	163.117.171.166
alhena-172.lab.it.uc3m.es. 60	IN	A	163.117.172.182
alhena-idrac.lab.it.uc3m.es. 60	IN	A	163.117.171.36
alumnos.lab.it.uc3m.es.	60	IN	CNAME	xfsalum.lab.it.uc3m.es.
alumnos-168.lab.it.uc3m.es. 60	IN	CNAME	itserv-168.lab.it.uc3m.es.
alzir-idrac.lab.it.uc3m.es. 60	IN	A	163.117.171.45
amperimetro.lab.it.uc3m.es. 60	IN	A	163.117.171.70
asig.lab.it.uc3m.es.	60	IN	A	163.117.168.228
atril.lab.it.uc3m.es.	60	IN	CNAME	atril-144.lab.it.uc3m.es.
atril-144.lab.it.uc3m.es. 60	IN	A	163.117.144.125
atril-168.lab.it.uc3m.es. 60	IN	A	163.117.168.227
aulavirtual.lab.it.uc3m.es. 60	IN	A	163.117.144.31
auth.lab.it.uc3m.es.	60	IN	A	163.117.144.31
ax150.lab.it.uc3m.es.	60	IN	A	163.117.144.247
backup.lab.it.uc3m.es.	60	IN	A	163.117.144.246
_acme-challenge.backup.lab.it.uc3m.es. 14440 IN	CNAME b1851988-f975-4039-9624-0c85e221bb33.auth.acme-dns.io.
backup01.lab.it.uc3m.es. 60	IN	A	163.117.144.193
_acme-challenge.backup01.lab.it.uc3m.es. 14440 IN CNAME	8ab487ee-c094-4ba3-b996-afcd625f628f.auth.acme-dns.io.
backup02.lab.it.uc3m.es. 60	IN	A	163.117.144.194
_acme-challenge.backup02.lab.it.uc3m.es. 14440 IN CNAME	270ed347-aa07-47b3-9d69-c3accfbf262f.auth.acme-dns.io.
backup03.lab.it.uc3m.es. 60	IN	CNAME	backup.lab.it.uc3m.es.
backuplab.lab.it.uc3m.es. 60	IN	CNAME	backup.lab.it.uc3m.es.
bambamkvm.lab.it.uc3m.es. 60	IN	A	163.117.171.30
baqueta.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::162
baqueta.lab.it.uc3m.es.	60	IN	A	163.117.144.162
bbb.lab.it.uc3m.es.	60	IN	A	163.117.168.219
cabecera1.lab.it.uc3m.es. 60	IN	CNAME	ditserv2.lab.it.uc3m.es.
cabecera2.lab.it.uc3m.es. 60	IN	A	163.117.172.99
cacti.lab.it.uc3m.es.	60	IN	CNAME	docserv2.lab.it.uc3m.es.
case.lab.it.uc3m.es.	60	IN	A	163.117.172.48
case-ilo.lab.it.uc3m.es. 60	IN	A	163.117.171.48
castor.lab.it.uc3m.es.	60	IN	CNAME	castor-172.lab.it.uc3m.es.
castor-144.lab.it.uc3m.es. 60	IN	A	163.117.144.69
castor-168.lab.it.uc3m.es. 60	IN	A	163.117.168.238
castor-171.lab.it.uc3m.es. 60	IN	A	163.117.171.164
castor-172.lab.it.uc3m.es. 60	IN	A	163.117.172.180
castor-idrac.lab.it.uc3m.es. 60	IN	A	163.117.171.34
cbd.lab.it.uc3m.es.	60	IN	A	163.117.144.31
cbra1.lab.it.uc3m.es.	60	IN	A	163.117.144.222
cbra10.lab.it.uc3m.es.	60	IN	A	163.117.144.232
cbra11.lab.it.uc3m.es.	60	IN	A	163.117.144.237
cbra12.lab.it.uc3m.es.	60	IN	A	163.117.144.238
cbra13.lab.it.uc3m.es.	60	IN	A	163.117.144.239
cbra2.lab.it.uc3m.es.	60	IN	A	163.117.144.223
cbra3.lab.it.uc3m.es.	60	IN	A	163.117.144.224
cbra4.lab.it.uc3m.es.	60	IN	A	163.117.144.226
cbra5.lab.it.uc3m.es.	60	IN	A	163.117.144.227
cbra6.lab.it.uc3m.es.	60	IN	A	163.117.144.228
cbra7.lab.it.uc3m.es.	60	IN	A	163.117.144.229
cbra8.lab.it.uc3m.es.	60	IN	A	163.117.144.230
cbra9.lab.it.uc3m.es.	60	IN	A	163.117.144.231
ciberaula.lab.it.uc3m.es. 60	IN	CNAME	cibercontainer01.lab.it.uc3m.es.
cibercontainer01.lab.it.uc3m.es. 60 IN	A	163.117.172.50
cm001.lab.it.uc3m.es.	60	IN	A	192.168.1.101
cm002.lab.it.uc3m.es.	60	IN	A	192.168.1.102
cm003.lab.it.uc3m.es.	60	IN	A	192.168.1.103
cm004.lab.it.uc3m.es.	60	IN	A	192.168.1.104
cm005.lab.it.uc3m.es.	60	IN	A	192.168.1.105
cm006.lab.it.uc3m.es.	60	IN	A	192.168.1.106
cm007.lab.it.uc3m.es.	60	IN	A	192.168.1.107
cm008.lab.it.uc3m.es.	60	IN	A	192.168.1.108
cm009.lab.it.uc3m.es.	60	IN	A	192.168.1.109
cm010.lab.it.uc3m.es.	60	IN	A	192.168.1.110
cm011.lab.it.uc3m.es.	60	IN	A	192.168.1.111
cm012.lab.it.uc3m.es.	60	IN	A	192.168.1.112
cm013.lab.it.uc3m.es.	60	IN	A	192.168.1.113
cm014.lab.it.uc3m.es.	60	IN	A	192.168.1.114
cm015.lab.it.uc3m.es.	60	IN	A	192.168.1.115
cm016.lab.it.uc3m.es.	60	IN	A	192.168.1.116
cm017.lab.it.uc3m.es.	60	IN	A	192.168.1.117
cm018.lab.it.uc3m.es.	60	IN	A	192.168.1.118
cm019.lab.it.uc3m.es.	60	IN	A	192.168.1.119
cm020.lab.it.uc3m.es.	60	IN	A	192.168.1.120
cm021.lab.it.uc3m.es.	60	IN	A	192.168.1.121
cm022.lab.it.uc3m.es.	60	IN	A	192.168.1.122
cm023.lab.it.uc3m.es.	60	IN	A	192.168.1.123
cm024.lab.it.uc3m.es.	60	IN	A	192.168.1.124
cm025.lab.it.uc3m.es.	60	IN	A	192.168.1.125
cm026.lab.it.uc3m.es.	60	IN	A	192.168.1.126
cm027.lab.it.uc3m.es.	60	IN	A	192.168.1.127
cm028.lab.it.uc3m.es.	60	IN	A	192.168.1.128
cm029.lab.it.uc3m.es.	60	IN	A	192.168.1.129
cm030.lab.it.uc3m.es.	60	IN	A	192.168.1.130
cm031.lab.it.uc3m.es.	60	IN	A	192.168.1.131
cm032.lab.it.uc3m.es.	60	IN	A	192.168.1.132
cm033.lab.it.uc3m.es.	60	IN	A	192.168.1.133
cm034.lab.it.uc3m.es.	60	IN	A	192.168.1.134
cm035.lab.it.uc3m.es.	60	IN	A	192.168.1.135
cm036.lab.it.uc3m.es.	60	IN	A	192.168.1.136
cm037.lab.it.uc3m.es.	60	IN	A	192.168.1.137
cm038.lab.it.uc3m.es.	60	IN	A	192.168.1.138
cm039.lab.it.uc3m.es.	60	IN	A	192.168.1.139
cm040.lab.it.uc3m.es.	60	IN	A	192.168.1.140
cm041.lab.it.uc3m.es.	60	IN	A	192.168.1.141
cm042.lab.it.uc3m.es.	60	IN	A	192.168.1.142
cm043.lab.it.uc3m.es.	60	IN	A	192.168.1.143
cm044.lab.it.uc3m.es.	60	IN	A	192.168.1.144
cm045.lab.it.uc3m.es.	60	IN	A	192.168.1.145
cm046.lab.it.uc3m.es.	60	IN	A	192.168.1.146
cm047.lab.it.uc3m.es.	60	IN	A	192.168.1.147
cm048.lab.it.uc3m.es.	60	IN	A	192.168.1.148
cm049.lab.it.uc3m.es.	60	IN	A	192.168.1.149
cm050.lab.it.uc3m.es.	60	IN	A	192.168.1.150
cm051.lab.it.uc3m.es.	60	IN	A	192.168.1.151
cm052.lab.it.uc3m.es.	60	IN	A	192.168.1.152
cm053.lab.it.uc3m.es.	60	IN	A	192.168.1.153
cm054.lab.it.uc3m.es.	60	IN	A	192.168.1.154
cm055.lab.it.uc3m.es.	60	IN	A	192.168.1.155
cm056.lab.it.uc3m.es.	60	IN	A	192.168.1.156
cm057.lab.it.uc3m.es.	60	IN	A	192.168.1.157
cm058.lab.it.uc3m.es.	60	IN	A	192.168.1.158
cm059.lab.it.uc3m.es.	60	IN	A	192.168.1.159
cm060.lab.it.uc3m.es.	60	IN	A	192.168.1.160
cm061.lab.it.uc3m.es.	60	IN	A	192.168.1.161
ctel000.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::81
ctel000.lab.it.uc3m.es.	60	IN	A	163.117.144.81
ctel001.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::82
ctel001.lab.it.uc3m.es.	60	IN	A	163.117.144.82
ctel002.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::83
ctel002.lab.it.uc3m.es.	60	IN	A	163.117.144.83
ctel003.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::84
ctel003.lab.it.uc3m.es.	60	IN	A	163.117.144.84
ctel004.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::85
ctel004.lab.it.uc3m.es.	60	IN	A	163.117.144.85
ctel005.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::86
ctel005.lab.it.uc3m.es.	60	IN	A	163.117.144.86
ctel006.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::87
ctel006.lab.it.uc3m.es.	60	IN	A	163.117.144.87
ctel007.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::88
ctel007.lab.it.uc3m.es.	60	IN	A	163.117.144.88
ctel008.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::89
ctel008.lab.it.uc3m.es.	60	IN	A	163.117.144.89
ctel009.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::90
ctel009.lab.it.uc3m.es.	60	IN	A	163.117.144.90
ctel010.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::91
ctel010.lab.it.uc3m.es.	60	IN	A	163.117.144.91
ctel011.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::92
ctel011.lab.it.uc3m.es.	60	IN	A	163.117.144.92
ctel012.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::93
ctel012.lab.it.uc3m.es.	60	IN	A	163.117.144.93
ctel013.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::94
ctel013.lab.it.uc3m.es.	60	IN	A	163.117.144.94
ctel014.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::95
ctel014.lab.it.uc3m.es.	60	IN	A	163.117.144.95
ctel015.lab.it.uc3m.es.	60	IN	AAAA	2001:720:410:100c::96
ctel015.lab.it.uc3m.es.	60	IN	A	163.117.144.96
